Airfoil_Code,M,P,T,CL,CD
0005,0,0,5,-0.0001,0.00448
0006,0,0,6,0.0026,0.00477
0007,0,0,7,-0.0009,0.00513
0008,0,0,8,-0.001,0.00521
0009,0,0,9,0.0006,0.0053
0010,0,0,10,0.0003,0.0055
0011,0,0,11,-0.0018,0.00581
0012,0,0,12,0.0001,0.00617
0013,0,0,13,0.0,0.00654
0014,0,0,14,-0.0009,0.00694
0015,0,0,15,0.0037,0.00731
0016,0,0,16,-0.0005,0.00769
0017,0,0,17,-0.0015,0.00802
0018,0,0,18,0.0002,0.00841
0019,0,0,19,0.0005,0.00873
0020,0,0,20,-0.0002,0.00906
0021,0,0,21,-0.0001,0.00944
0022,0,0,22,-0.0007,0.00978
0023,0,0,23,-0.0005,0.0101
0024,0,0,24,-0.001,0.01043
0025,0,0,25,-0.0013,0.01077
0026,0,0,26,-0.0,0.01112
0027,0,0,27,-0.0015,0.01148
0028,0,0,28,-0.002,0.01184
0029,0,0,29,-0.0019,0.01223
0030,0,0,30,-0.0017,0.01263
0031,0,0,31,-0.0017,0.01307
0032,0,0,32,-0.0194,0.01351
0033,0,0,33,-0.0013,0.01387
0034,0,0,34,-0.0013,0.01427
0035,0,0,35,-0.0014,0.01472
0036,0,0,36,-0.0011,0.01521
0037,0,0,37,-0.0008,0.01575
0038,0,0,38,-0.0006,0.01632
0039,0,0,39,-0.0003,0.01692
0105,0,1,5,-0.0001,0.00448
0106,0,1,6,0.0026,0.00477
0107,0,1,7,-0.0009,0.00513
0108,0,1,8,-0.001,0.00521
0109,0,1,9,0.0006,0.0053
0110,0,1,10,0.0003,0.0055
0111,0,1,11,-0.0018,0.00581
0112,0,1,12,0.0001,0.00617
0113,0,1,13,0.0,0.00654
0114,0,1,14,-0.0009,0.00694
0115,0,1,15,0.0037,0.00731
0116,0,1,16,-0.0005,0.00769
0117,0,1,17,-0.0015,0.00802
0118,0,1,18,0.0002,0.00841
0119,0,1,19,0.0005,0.00873
0120,0,1,20,-0.0002,0.00906
0121,0,1,21,-0.0001,0.00944
0122,0,1,22,-0.0007,0.00978
0123,0,1,23,-0.0005,0.0101
0124,0,1,24,-0.001,0.01043
0125,0,1,25,-0.0013,0.01077
0126,0,1,26,-0.0,0.01112
0127,0,1,27,-0.0015,0.01148
0128,0,1,28,-0.002,0.01184
0129,0,1,29,-0.0019,0.01223
0130,0,1,30,-0.0017,0.01263
0131,0,1,31,-0.0017,0.01307
0132,0,1,32,-0.0194,0.01351
0133,0,1,33,-0.0013,0.01387
0134,0,1,34,-0.0013,0.01427
0135,0,1,35,-0.0014,0.01472
0136,0,1,36,-0.0011,0.01521
0137,0,1,37,-0.0008,0.01575
0138,0,1,38,-0.0006,0.01632
0139,0,1,39,-0.0003,0.01692
0205,0,2,5,-0.0001,0.00448
0206,0,2,6,0.0026,0.00477
0207,0,2,7,-0.0009,0.00513
0208,0,2,8,-0.001,0.00521
0209,0,2,9,0.0006,0.0053
0210,0,2,10,0.0003,0.0055
0211,0,2,11,-0.0018,0.00581
0212,0,2,12,0.0001,0.00617
0213,0,2,13,0.0,0.00654
0214,0,2,14,-0.0009,0.00694
0215,0,2,15,0.0037,0.00731
0216,0,2,16,-0.0005,0.00769
0217,0,2,17,-0.0015,0.00802
0218,0,2,18,0.0002,0.00841
0219,0,2,19,0.0005,0.00873
0220,0,2,20,-0.0002,0.00906
0221,0,2,21,-0.0001,0.00944
0222,0,2,22,-0.0007,0.00978
0223,0,2,23,-0.0005,0.0101
0224,0,2,24,-0.001,0.01043
0225,0,2,25,-0.0013,0.01077
0226,0,2,26,-0.0,0.01112
0227,0,2,27,-0.0015,0.01148
0228,0,2,28,-0.002,0.01184
0229,0,2,29,-0.0019,0.01223
0230,0,2,30,-0.0017,0.01263
0231,0,2,31,-0.0017,0.01307
0232,0,2,32,-0.0194,0.01351
0233,0,2,33,-0.0013,0.01387
0234,0,2,34,-0.0013,0.01427
0235,0,2,35,-0.0014,0.01472
0236,0,2,36,-0.0011,0.01521
0237,0,2,37,-0.0008,0.01575
0238,0,2,38,-0.0006,0.01632
0239,0,2,39,-0.0003,0.01692
0305,0,3,5,-0.0001,0.00448
0306,0,3,6,0.0026,0.00477
0307,0,3,7,-0.0009,0.00513
0308,0,3,8,-0.001,0.00521
0309,0,3,9,0.0006,0.0053
0310,0,3,10,0.0003,0.0055
0311,0,3,11,-0.0018,0.00581
0312,0,3,12,0.0001,0.00617
0313,0,3,13,0.0,0.00654
0314,0,3,14,-0.0009,0.00694
0315,0,3,15,0.0037,0.00731
0316,0,3,16,-0.0005,0.00769
0317,0,3,17,-0.0015,0.00802
0318,0,3,18,0.0002,0.00841
0319,0,3,19,0.0005,0.00873
0320,0,3,20,-0.0002,0.00906
0321,0,3,21,-0.0001,0.00944
0322,0,3,22,-0.0007,0.00978
0323,0,3,23,-0.0005,0.0101
0324,0,3,24,-0.001,0.01043
0325,0,3,25,-0.0013,0.01077
0326,0,3,26,-0.0,0.01112
0327,0,3,27,-0.0015,0.01148
0328,0,3,28,-0.002,0.01184
0329,0,3,29,-0.0019,0.01223
0330,0,3,30,-0.0017,0.01263
0331,0,3,31,-0.0017,0.01307
0332,0,3,32,-0.0194,0.01351
0333,0,3,33,-0.0013,0.01387
0334,0,3,34,-0.0013,0.01427
0335,0,3,35,-0.0014,0.01472
0336,0,3,36,-0.0011,0.01521
0337,0,3,37,-0.0008,0.01575
0338,0,3,38,-0.0006,0.01632
0339,0,3,39,-0.0003,0.01692
0405,0,4,5,-0.0001,0.00448
0406,0,4,6,0.0026,0.00477
0407,0,4,7,-0.0009,0.00513
0408,0,4,8,-0.001,0.00521
0409,0,4,9,0.0006,0.0053
0410,0,4,10,0.0003,0.0055
0411,0,4,11,-0.0018,0.00581
0412,0,4,12,0.0001,0.00617
0413,0,4,13,0.0,0.00654
0414,0,4,14,-0.0009,0.00694
0415,0,4,15,0.0037,0.00731
0416,0,4,16,-0.0005,0.00769
0417,0,4,17,-0.0015,0.00802
0418,0,4,18,0.0002,0.00841
0419,0,4,19,0.0005,0.00873
0420,0,4,20,-0.0002,0.00906
0421,0,4,21,-0.0001,0.00944
0422,0,4,22,-0.0007,0.00978
0423,0,4,23,-0.0005,0.0101
0424,0,4,24,-0.001,0.01043
0425,0,4,25,-0.0013,0.01077
0426,0,4,26,-0.0,0.01112
0427,0,4,27,-0.0015,0.01148
0428,0,4,28,-0.002,0.01184
0429,0,4,29,-0.0019,0.01223
0430,0,4,30,-0.0017,0.01263
0431,0,4,31,-0.0017,0.01307
0432,0,4,32,-0.0194,0.01351
0433,0,4,33,-0.0013,0.01387
0434,0,4,34,-0.0013,0.01427
0435,0,4,35,-0.0014,0.01472
0436,0,4,36,-0.0011,0.01521
0437,0,4,37,-0.0008,0.01575
0438,0,4,38,-0.0006,0.01632
0439,0,4,39,-0.0003,0.01692
0505,0,5,5,-0.0001,0.00448
0506,0,5,6,0.0026,0.00477
0507,0,5,7,-0.0009,0.00513
0508,0,5,8,-0.001,0.00521
0509,0,5,9,0.0006,0.0053
0510,0,5,10,0.0003,0.0055
0511,0,5,11,-0.0018,0.00581
0512,0,5,12,0.0001,0.00617
0513,0,5,13,0.0,0.00654
0514,0,5,14,-0.0009,0.00694
0515,0,5,15,0.0037,0.00731
0516,0,5,16,-0.0005,0.00769
0517,0,5,17,-0.0015,0.00802
0518,0,5,18,0.0002,0.00841
0519,0,5,19,0.0005,0.00873
0520,0,5,20,-0.0002,0.00906
0521,0,5,21,-0.0001,0.00944
0522,0,5,22,-0.0007,0.00978
0523,0,5,23,-0.0005,0.0101
0524,0,5,24,-0.001,0.01043
0525,0,5,25,-0.0013,0.01077
0526,0,5,26,-0.0,0.01112
0527,0,5,27,-0.0015,0.01148
0528,0,5,28,-0.002,0.01184
0529,0,5,29,-0.0019,0.01223
0530,0,5,30,-0.0017,0.01263
0531,0,5,31,-0.0017,0.01307
0532,0,5,32,-0.0194,0.01351
0533,0,5,33,-0.0013,0.01387
0534,0,5,34,-0.0013,0.01427
0535,0,5,35,-0.0014,0.01472
0536,0,5,36,-0.0011,0.01521
0537,0,5,37,-0.0008,0.01575
0538,0,5,38,-0.0006,0.01632
0539,0,5,39,-0.0003,0.01692
0605,0,6,5,-0.0001,0.00448
0606,0,6,6,0.0026,0.00477
0607,0,6,7,-0.0009,0.00513
0608,0,6,8,-0.001,0.00521
0609,0,6,9,0.0006,0.0053
0610,0,6,10,0.0003,0.0055
0611,0,6,11,-0.0018,0.00581
0612,0,6,12,0.0001,0.00617
0613,0,6,13,0.0,0.00654
0614,0,6,14,-0.0009,0.00694
0615,0,6,15,0.0037,0.00731
0616,0,6,16,-0.0005,0.00769
0617,0,6,17,-0.0015,0.00802
0618,0,6,18,0.0002,0.00841
0619,0,6,19,0.0005,0.00873
0620,0,6,20,-0.0002,0.00906
0621,0,6,21,-0.0001,0.00944
0622,0,6,22,-0.0007,0.00978
0623,0,6,23,-0.0005,0.0101
0624,0,6,24,-0.001,0.01043
0625,0,6,25,-0.0013,0.01077
0626,0,6,26,-0.0,0.01112
0627,0,6,27,-0.0015,0.01148
0628,0,6,28,-0.002,0.01184
0629,0,6,29,-0.0019,0.01223
0630,0,6,30,-0.0017,0.01263
0631,0,6,31,-0.0017,0.01307
0632,0,6,32,-0.0194,0.01351
0633,0,6,33,-0.0013,0.01387
0634,0,6,34,-0.0013,0.01427
0635,0,6,35,-0.0014,0.01472
0636,0,6,36,-0.0011,0.01521
0637,0,6,37,-0.0008,0.01575
0638,0,6,38,-0.0006,0.01632
0639,0,6,39,-0.0003,0.01692
0705,0,7,5,-0.0001,0.00448
0706,0,7,6,0.0026,0.00477
0707,0,7,7,-0.0009,0.00513
0708,0,7,8,-0.001,0.00521
0709,0,7,9,0.0006,0.0053
0710,0,7,10,0.0003,0.0055
0711,0,7,11,-0.0018,0.00581
0712,0,7,12,0.0001,0.00617
0713,0,7,13,0.0,0.00654
0714,0,7,14,-0.0009,0.00694
0715,0,7,15,0.0037,0.00731
0716,0,7,16,-0.0005,0.00769
0717,0,7,17,-0.0015,0.00802
0718,0,7,18,0.0002,0.00841
0719,0,7,19,0.0005,0.00873
0720,0,7,20,-0.0002,0.00906
0721,0,7,21,-0.0001,0.00944
0722,0,7,22,-0.0007,0.00978
0723,0,7,23,-0.0005,0.0101
0724,0,7,24,-0.001,0.01043
0725,0,7,25,-0.0013,0.01077
0726,0,7,26,-0.0,0.01112
0727,0,7,27,-0.0015,0.01148
0728,0,7,28,-0.002,0.01184
0729,0,7,29,-0.0019,0.01223
0730,0,7,30,-0.0017,0.01263
0731,0,7,31,-0.0017,0.01307
0732,0,7,32,-0.0194,0.01351
0733,0,7,33,-0.0013,0.01387
0734,0,7,34,-0.0013,0.01427
0735,0,7,35,-0.0014,0.01472
0736,0,7,36,-0.0011,0.01521
0737,0,7,37,-0.0008,0.01575
0738,0,7,38,-0.0006,0.01632
0739,0,7,39,-0.0003,0.01692
0805,0,8,5,-0.0001,0.00448
0806,0,8,6,0.0026,0.00477
0807,0,8,7,-0.0009,0.00513
0808,0,8,8,-0.001,0.00521
0809,0,8,9,0.0006,0.0053
0810,0,8,10,0.0003,0.0055
0811,0,8,11,-0.0018,0.00581
0812,0,8,12,0.0001,0.00617
0813,0,8,13,0.0,0.00654
0814,0,8,14,-0.0009,0.00694
0815,0,8,15,0.0037,0.00731
0816,0,8,16,-0.0005,0.00769
0817,0,8,17,-0.0015,0.00802
0818,0,8,18,0.0002,0.00841
0819,0,8,19,0.0005,0.00873
0820,0,8,20,-0.0002,0.00906
0821,0,8,21,-0.0001,0.00944
0822,0,8,22,-0.0007,0.00978
0823,0,8,23,-0.0005,0.0101
0824,0,8,24,-0.001,0.01043
0825,0,8,25,-0.0013,0.01077
0826,0,8,26,-0.0,0.01112
0827,0,8,27,-0.0015,0.01148
0828,0,8,28,-0.002,0.01184
0829,0,8,29,-0.0019,0.01223
0830,0,8,30,-0.0017,0.01263
0831,0,8,31,-0.0017,0.01307
0832,0,8,32,-0.0194,0.01351
0833,0,8,33,-0.0013,0.01387
0834,0,8,34,-0.0013,0.01427
0835,0,8,35,-0.0014,0.01472
0836,0,8,36,-0.0011,0.01521
0837,0,8,37,-0.0008,0.01575
0838,0,8,38,-0.0006,0.01632
0839,0,8,39,-0.0003,0.01692
0905,0,9,5,-0.0001,0.00448
0906,0,9,6,0.0026,0.00477
0907,0,9,7,-0.0009,0.00513
0908,0,9,8,-0.001,0.00521
0909,0,9,9,0.0006,0.0053
0910,0,9,10,0.0003,0.0055
0911,0,9,11,-0.0018,0.00581
0912,0,9,12,0.0001,0.00617
0913,0,9,13,0.0,0.00654
0914,0,9,14,-0.0009,0.00694
0915,0,9,15,0.0037,0.00731
0916,0,9,16,-0.0005,0.00769
0917,0,9,17,-0.0015,0.00802
0918,0,9,18,0.0002,0.00841
0919,0,9,19,0.0005,0.00873
0920,0,9,20,-0.0002,0.00906
0921,0,9,21,-0.0001,0.00944
0922,0,9,22,-0.0007,0.00978
0923,0,9,23,-0.0005,0.0101
0924,0,9,24,-0.001,0.01043
0925,0,9,25,-0.0013,0.01077
0926,0,9,26,-0.0,0.01112
0927,0,9,27,-0.0015,0.01148
0928,0,9,28,-0.002,0.01184
0929,0,9,29,-0.0019,0.01223
0930,0,9,30,-0.0017,0.01263
0931,0,9,31,-0.0017,0.01307
0932,0,9,32,-0.0194,0.01351
0933,0,9,33,-0.0013,0.01387
0934,0,9,34,-0.0013,0.01427
0935,0,9,35,-0.0014,0.01472
0936,0,9,36,-0.0011,0.01521
0937,0,9,37,-0.0008,0.01575
0938,0,9,38,-0.0006,0.01632
0939,0,9,39,-0.0003,0.01692
1005,1,0,5,0.1266,0.00459
1006,1,0,6,0.1255,0.00479
1007,1,0,7,0.127,0.005
1008,1,0,8,0.108,0.00522
1009,1,0,9,0.0867,0.0054
1010,1,0,10,0.0979,0.00561
1011,1,0,11,0.1052,0.00588
1012,1,0,12,0.0917,0.00622
1013,1,0,13,0.0708,0.00657
1014,1,0,14,0.0847,0.00694
1015,1,0,15,0.1133,0.00732
1016,1,0,16,0.1009,0.00769
1017,1,0,17,0.0702,0.00804
1018,1,0,18,0.076,0.00839
1019,1,0,19,0.0826,0.00874
1020,1,0,20,0.0676,0.0091
1021,1,0,21,0.071,0.00944
1022,1,0,22,0.0764,0.00979
1023,1,0,23,0.0794,0.01012
1024,1,0,24,0.0805,0.01045
1025,1,0,25,0.0819,0.01079
1026,1,0,26,0.0758,0.01114
1027,1,0,27,0.0929,0.0115
1028,1,0,28,0.0889,0.01188
1029,1,0,29,0.0901,0.01227
1030,1,0,30,0.0918,0.01263
1031,1,0,31,0.0769,0.013
1032,1,0,32,0.0844,0.0134
1033,1,0,33,0.0892,0.0138
1034,1,0,34,0.106,0.01426
1035,1,0,35,0.1039,0.01479
1036,1,0,36,0.1011,0.01536
1037,1,0,37,0.0624,0.01597
1038,1,0,38,0.0971,0.01648
1039,1,0,39,0.1028,0.01705
1105,1,1,5,0.1209,0.00454
1106,1,1,6,0.1197,0.0047
1107,1,1,7,0.1023,0.00494
1108,1,1,8,0.0944,0.00521
1109,1,1,9,0.0952,0.00544
1110,1,1,10,0.1091,0.00572
1111,1,1,11,0.1172,0.00601
1112,1,1,12,0.0943,0.00633
1113,1,1,13,0.0782,0.00668
1114,1,1,14,0.0803,0.00705
1115,1,1,15,0.0843,0.00739
1116,1,1,16,0.0789,0.00776
1117,1,1,17,0.109,0.0081
1118,1,1,18,0.0736,0.00844
1119,1,1,19,0.0758,0.00877
1120,1,1,20,0.0805,0.00911
1121,1,1,21,0.1379,0.00943
1122,1,1,22,0.0701,0.00978
1123,1,1,23,0.0752,0.01014
1124,1,1,24,0.0765,0.01046
1125,1,1,25,0.0763,0.0108
1126,1,1,26,0.1003,0.01114
1127,1,1,27,0.0864,0.0115
1128,1,1,28,0.0835,0.01187
1129,1,1,29,0.0862,0.01225
1130,1,1,30,0.0903,0.01266
1131,1,1,31,0.0923,0.01304
1132,1,1,32,0.0799,0.01341
1133,1,1,33,0.1046,0.01381
1134,1,1,34,0.1038,0.01427
1135,1,1,35,0.1048,0.01478
1136,1,1,36,0.1055,0.01533
1137,1,1,37,0.1063,0.0159
1138,1,1,38,0.1068,0.01649
1139,1,1,39,0.0818,0.01712
1205,1,2,5,0.1316,0.00459
1206,1,2,6,0.1096,0.00475
1207,1,2,7,0.1205,0.00494
1208,1,2,8,0.122,0.0052
1209,1,2,9,0.1126,0.00542
1210,1,2,10,0.1205,0.00565
1211,1,2,11,0.1264,0.00593
1212,1,2,12,0.1003,0.00626
1213,1,2,13,0.0871,0.00662
1214,1,2,14,0.0758,0.00699
1215,1,2,15,0.0798,0.00736
1216,1,2,16,0.0714,0.00771
1217,1,2,17,0.063,0.00809
1218,1,2,18,0.0748,0.00843
1219,1,2,19,0.1059,0.00877
1220,1,2,20,0.0678,0.0091
1221,1,2,21,0.0801,0.00946
1222,1,2,22,0.0879,0.00979
1223,1,2,23,0.0989,0.01014
1224,1,2,24,0.1033,0.01051
1225,1,2,25,0.0786,0.01086
1226,1,2,26,0.0755,0.01119
1227,1,2,27,0.0729,0.01154
1228,1,2,28,0.0645,0.01189
1229,1,2,29,0.0728,0.01226
1230,1,2,30,0.0702,0.01266
1231,1,2,31,0.0769,0.01308
1232,1,2,32,0.0941,0.0135
1233,1,2,33,0.0744,0.01387
1234,1,2,34,0.0833,0.0143
1235,1,2,35,0.089,0.01478
1236,1,2,36,0.0946,0.01531
1237,1,2,37,0.0994,0.01587
1238,1,2,38,0.1036,0.01647
1239,1,2,39,0.1355,0.01709
1305,1,3,5,0.1463,0.00465
1306,1,3,6,0.1251,0.00479
1307,1,3,7,0.1377,0.00495
1308,1,3,8,0.0882,0.00517
1309,1,3,9,0.1127,0.00537
1310,1,3,10,0.1188,0.00559
1311,1,3,11,0.1321,0.00588
1312,1,3,12,0.1154,0.00623
1313,1,3,13,0.0939,0.0066
1314,1,3,14,0.0736,0.00697
1315,1,3,15,0.0767,0.00736
1316,1,3,16,0.1148,0.00774
1317,1,3,17,0.0935,0.00808
1318,1,3,18,0.0963,0.00843
1319,1,3,19,0.0867,0.0088
1320,1,3,20,0.0976,0.00913
1321,1,3,21,0.0984,0.00945
1322,1,3,22,0.0988,0.0098
1323,1,3,23,0.1014,0.01017
1324,1,3,24,0.1008,0.0105
1325,1,3,25,0.0924,0.01084
1326,1,3,26,0.09,0.01118
1327,1,3,27,0.0895,0.01153
1328,1,3,28,0.0894,0.01189
1329,1,3,29,0.0904,0.01226
1330,1,3,30,0.1102,0.01266
1331,1,3,31,0.0828,0.01307
1332,1,3,32,0.1017,0.0135
1333,1,3,33,0.1035,0.01389
1334,1,3,34,0.1042,0.01432
1335,1,3,35,0.0659,0.0148
1336,1,3,36,0.0974,0.01532
1337,1,3,37,0.1026,0.01588
1338,1,3,38,0.1082,0.01647
1339,1,3,39,0.1125,0.01709
1405,1,4,5,0.1204,0.00471
1406,1,4,6,0.1325,0.00485
1407,1,4,7,0.1454,0.00498
1408,1,4,8,0.1338,0.00516
1409,1,4,9,0.1261,0.00534
1410,1,4,10,0.1224,0.00556
1411,1,4,11,0.1273,0.00585
1412,1,4,12,0.1231,0.00621
1413,1,4,13,0.1446,0.00658
1414,1,4,14,0.0889,0.00696
1415,1,4,15,0.1177,0.00735
1416,1,4,16,0.1024,0.00774
1417,1,4,17,0.1074,0.00808
1418,1,4,18,0.1311,0.00843
1419,1,4,19,0.0914,0.0088
1420,1,4,20,0.096,0.00912
1421,1,4,21,0.1081,0.00945
1422,1,4,22,0.1231,0.0098
1423,1,4,23,0.0951,0.01017
1424,1,4,24,0.0979,0.01052
1425,1,4,25,0.0996,0.01087
1426,1,4,26,0.1499,0.01121
1427,1,4,27,0.1349,0.01156
1428,1,4,28,0.0789,0.01192
1429,1,4,29,0.1125,0.0123
1430,1,4,30,0.1164,0.01269
1431,1,4,31,0.1488,0.01306
1432,1,4,32,0.1342,0.01345
1433,1,4,33,0.1289,0.01386
1434,1,4,34,0.0828,0.01434
1435,1,4,35,0.1205,0.01486
1436,1,4,36,0.1241,0.01535
1437,1,4,37,0.1271,0.01589
1438,1,4,38,0.1411,0.01647
1439,1,4,39,0.1399,0.01708
1505,1,5,5,0.1171,0.00479
1506,1,5,6,0.1419,0.00493
1507,1,5,7,0.1573,0.00503
1508,1,5,8,0.144,0.00518
1509,1,5,9,0.124,0.00532
1510,1,5,10,0.1333,0.00554
1511,1,5,11,0.142,0.00586
1512,1,5,12,0.1422,0.00624
1513,1,5,13,0.1264,0.00662
1514,1,5,14,0.1327,0.00701
1515,1,5,15,0.1342,0.00737
1516,1,5,16,0.1567,0.00774
1517,1,5,17,0.1049,0.0081
1518,1,5,18,0.1303,0.00846
1519,1,5,19,0.1383,0.00879
1520,1,5,20,0.1306,0.00913
1521,1,5,21,0.1246,0.00945
1522,1,5,22,0.117,0.0098
1523,1,5,23,0.1321,0.01016
1524,1,5,24,0.1269,0.01052
1525,1,5,25,0.1238,0.01084
1526,1,5,26,0.1081,0.01118
1527,1,5,27,0.1233,0.01153
1528,1,5,28,0.1117,0.01188
1529,1,5,29,0.1136,0.01226
1530,1,5,30,0.1171,0.01265
1531,1,5,31,0.1394,0.01307
1532,1,5,32,0.13,0.01351
1533,1,5,33,0.1291,0.01387
1534,1,5,34,0.1282,0.01429
1535,1,5,35,0.1204,0.01477
1536,1,5,36,0.1264,0.01529
1537,1,5,37,0.1375,0.01585
1538,1,5,38,0.1386,0.01645
1539,1,5,39,0.1416,0.01707
1605,1,6,5,0.1321,0.00493
1606,1,6,6,0.1378,0.0051
1607,1,6,7,0.1883,0.00518
1608,1,6,8,0.1444,0.00528
1609,1,6,9,0.1561,0.00542
1610,1,6,10,0.1568,0.0057
1611,1,6,11,0.1615,0.00602
1612,1,6,12,0.1382,0.00635
1613,1,6,13,0.1474,0.00668
1614,1,6,14,0.1302,0.00701
1615,1,6,15,0.1248,0.00735
1616,1,6,16,0.1309,0.00769
1617,1,6,17,0.1544,0.00804
1618,1,6,18,0.1811,0.00836
1619,1,6,19,0.1313,0.00872
1620,1,6,20,0.121,0.00904
1621,1,6,21,0.1173,0.0094
1622,1,6,22,0.1278,0.00973
1623,1,6,23,0.122,0.01009
1624,1,6,24,0.1186,0.01046
1625,1,6,25,0.1158,0.01079
1626,1,6,26,0.1229,0.01113
1627,1,6,27,0.1201,0.01148
1628,1,6,28,0.114,0.01185
1629,1,6,29,0.1084,0.01223
1630,1,6,30,0.1208,0.01264
1631,1,6,31,0.1224,0.013
1632,1,6,32,0.1252,0.01337
1633,1,6,33,0.1287,0.01381
1634,1,6,34,0.1322,0.01431
1635,1,6,35,0.1419,0.01484
1636,1,6,36,0.1403,0.01537
1637,1,6,37,0.1306,0.01595
1638,1,6,38,0.1373,0.01655
1639,1,6,39,0.1418,0.01718
1705,1,7,5,0.1684,0.00509
1706,1,7,6,0.1626,0.00537
1707,1,7,7,0.1685,0.00553
1708,1,7,8,0.1726,0.00572
1709,1,7,9,0.1798,0.00588
1710,1,7,10,0.2033,0.00605
1711,1,7,11,0.2098,0.0062
1712,1,7,12,0.1953,0.0064
1713,1,7,13,0.1991,0.00662
1714,1,7,14,0.1358,0.00688
1715,1,7,15,0.1551,0.00722
1716,1,7,16,0.1601,0.00757
1717,1,7,17,0.1685,0.00797
1718,1,7,18,0.1311,0.00835
1719,1,7,19,0.1214,0.00871
1720,1,7,20,0.1277,0.00909
1721,1,7,21,0.1245,0.00941
1722,1,7,22,0.1216,0.00976
1723,1,7,23,0.1201,0.01011
1724,1,7,24,0.1265,0.01044
1725,1,7,25,0.1229,0.01079
1726,1,7,26,0.1208,0.01115
1727,1,7,27,0.12,0.01152
1728,1,7,28,0.1304,0.01187
1729,1,7,29,0.1254,0.01221
1730,1,7,30,0.1298,0.01255
1731,1,7,31,0.1335,0.01291
1732,1,7,32,0.1221,0.01333
1733,1,7,33,0.1377,0.0138
1734,1,7,34,0.1415,0.01432
1735,1,7,35,0.1464,0.01488
1736,1,7,36,0.1511,0.01538
1737,1,7,37,0.1566,0.01592
1738,1,7,38,0.1934,0.01649
1739,1,7,39,0.1697,0.01709
1805,1,8,5,0.1876,0.00519
1806,1,8,6,0.1781,0.00559
1807,1,8,7,0.1809,0.00622
1808,1,8,8,0.1803,0.00649
1809,1,8,9,0.2109,0.00655
1810,1,8,10,0.2119,0.00648
1811,1,8,11,0.1885,0.0064
1812,1,8,12,0.1978,0.00638
1813,1,8,13,0.1964,0.00646
1814,1,8,14,0.183,0.00679
1815,1,8,15,0.1783,0.00723
1816,1,8,16,0.1621,0.00763
1817,1,8,17,0.1697,0.00802
1818,1,8,18,0.1682,0.00839
1819,1,8,19,0.1533,0.00875
1820,1,8,20,0.1495,0.00908
1821,1,8,21,0.1462,0.00944
1822,1,8,22,0.1473,0.00979
1823,1,8,23,0.1536,0.01012
1824,1,8,24,0.1561,0.01046
1825,1,8,25,0.1633,0.01082
1826,1,8,26,0.1581,0.01117
1827,1,8,27,0.153,0.01151
1828,1,8,28,0.146,0.01187
1829,1,8,29,0.1506,0.01223
1830,1,8,30,0.1469,0.01261
1831,1,8,31,0.1508,0.01297
1832,1,8,32,0.1573,0.01338
1833,1,8,33,0.1711,0.01384
1834,1,8,34,0.1735,0.01434
1835,1,8,35,0.177,0.01485
1836,1,8,36,0.1649,0.01532
1837,1,8,37,0.1807,0.01584
1838,1,8,38,0.1848,0.01641
1839,1,8,39,0.1893,0.01703
1905,1,9,5,0.2389,0.00573
1906,1,9,6,0.2647,0.00621
1907,1,9,7,0.2533,0.00659
1908,1,9,8,0.2594,0.00695
1909,1,9,9,0.2603,0.00709
1910,1,9,10,0.2603,0.00687
1911,1,9,11,0.277,0.00664
1912,1,9,12,0.2855,0.00619
1913,1,9,13,0.2693,0.00649
1914,1,9,14,0.2921,0.00693
1915,1,9,15,0.2648,0.00735
1916,1,9,16,0.2384,0.00774
1917,1,9,17,0.2297,0.0081
1918,1,9,18,0.2413,0.00848
1919,1,9,19,0.2427,0.00882
1920,1,9,20,0.2893,0.00917
1921,1,9,21,0.2186,0.00948
1922,1,9,22,0.2195,0.00982
1923,1,9,23,0.2206,0.01017
1924,1,9,24,0.2197,0.0105
1925,1,9,25,0.2258,0.01083
1926,1,9,26,0.2218,0.01116
1927,1,9,27,0.2188,0.01149
1928,1,9,28,0.2154,0.01181
1929,1,9,29,0.2113,0.01214
1930,1,9,30,0.2078,0.01249
1931,1,9,31,0.1955,0.01289
1932,1,9,32,0.2148,0.01332
1933,1,9,33,0.2111,0.01379
1934,1,9,34,0.2205,0.0143
1935,1,9,35,0.232,0.01483
1936,1,9,36,0.239,0.01536
1937,1,9,37,0.2512,0.01588
1938,1,9,38,0.2548,0.01644
1939,1,9,39,0.2589,0.01703
2005,2,0,5,0.2085,0.00457
2006,2,0,6,0.2013,0.00471
2007,2,0,7,0.2274,0.00494
2008,2,0,8,0.2356,0.00528
2009,2,0,9,0.2236,0.00563
2010,2,0,10,0.2066,0.00588
2011,2,0,11,0.1879,0.00611
2012,2,0,12,0.2002,0.00638
2013,2,0,13,0.1875,0.00669
2014,2,0,14,0.1763,0.00703
2015,2,0,15,0.1796,0.00738
2016,2,0,16,0.1846,0.00774
2017,2,0,17,0.2119,0.0081
2018,2,0,18,0.196,0.00846
2019,2,0,19,0.1522,0.00882
2020,2,0,20,0.1622,0.00916
2021,2,0,21,0.1684,0.00949
2022,2,0,22,0.1564,0.00983
2023,2,0,23,0.1633,0.01018
2024,2,0,24,0.1649,0.01051
2025,2,0,25,0.1689,0.01085
2026,2,0,26,0.1646,0.01121
2027,2,0,27,0.1983,0.01159
2028,2,0,28,0.1878,0.01194
2029,2,0,29,0.1815,0.01228
