Airfoil_Code,M,P,T,CL,CD
8022,8,0,22,0.7626,0.01101
8023,8,0,23,0.7683,0.01134
8024,8,0,24,0.7746,0.01168
8025,8,0,25,0.7793,0.01212
8026,8,0,26,0.7843,0.01264
8027,8,0,27,0.7829,0.01308
8028,8,0,28,0.8119,0.01356
8029,8,0,29,0.8034,0.01411
8030,8,0,30,0.8033,0.0147
8031,8,0,31,0.8103,0.01522
8032,8,0,32,0.8119,0.0158
8033,8,0,33,0.7984,0.01648
8034,8,0,34,0.8182,0.01713
8035,8,0,35,0.82,0.01777
8036,8,0,36,0.8166,0.0185
8037,8,0,37,0.8168,0.01926
8038,8,0,38,0.8238,0.02004
8039,8,0,39,0.8435,0.02087
8105,8,1,5,-17.6852,0.07479
8106,8,1,6,-8.1194,0.15692
8107,8,1,7,-7.3063,0.44805
8108,8,1,8,-7.7161,187.98193
8109,8,1,9,-11.8058,0.0181
8110,8,1,10,-5.3638,0.03059
8111,8,1,11,-6.246,0.40841
8112,8,1,12,-6.0349,0.03059
8113,8,1,13,-4.2356,0.03067
8114,8,1,14,-4.8671,0.0325
8115,8,1,15,-3.5796,0.03192
8116,8,1,16,-3.2809,0.35984
8117,8,1,17,-2.8396,0.03076
8118,8,1,18,-2.1166,0.03269
8119,8,1,19,-1.8067,0.03057
8120,8,1,20,-1.5837,0.03042
8121,8,1,21,-1.0783,0.03174
8122,8,1,22,-1.6847,0.03086
8123,8,1,23,-0.8197,0.03125
8124,8,1,24,-0.6864,0.03095
8125,8,1,25,-0.4423,0.03055
8126,8,1,26,-0.3215,0.02981
8127,8,1,27,-0.265,0.05434
8128,8,1,28,-0.0122,0.11166
8129,8,1,29,0.0351,0.02723
8130,8,1,30,0.1545,0.02841
8131,8,1,31,0.8051,0.02735
8132,8,1,32,0.2083,0.02769
8133,8,1,33,0.4044,0.02959
8134,8,1,34,0.4858,0.02824
8135,8,1,35,0.8657,0.02862
8136,8,1,36,0.8509,0.02939
8137,8,1,37,0.9553,0.03114
8138,8,1,38,0.9566,0.03024
8139,8,1,39,0.9859,0.03067
8205,8,2,5,-0.6761,0.24531
8206,8,2,6,-3.5434,30.61973
8207,8,2,7,-2.1291,0.00298
8208,8,2,8,-1.233,0.02513
8209,8,2,9,-0.9062,0.02572
8210,8,2,10,-0.6714,0.64031
8211,8,2,11,-0.4277,0.02352
8212,8,2,12,-0.3032,0.02494
8213,8,2,13,0.8215,0.06714
8214,8,2,14,0.8831,0.02435
8215,8,2,15,0.8162,0.02425
8216,8,2,16,0.8761,0.02223
8217,8,2,17,0.8379,0.04575
8218,8,2,18,0.828,0.02393
8219,8,2,19,0.9362,0.01972
8220,8,2,20,0.9352,0.01962
8221,8,2,21,0.9425,0.01957
8222,8,2,22,0.8765,0.02005
8223,8,2,23,0.8688,0.02019
8224,8,2,24,0.8727,0.02048
8225,8,2,25,0.8826,0.02093
8226,8,2,26,0.946,0.02162
8227,8,2,27,0.86,0.02223
8228,8,2,28,0.8654,0.02269
8229,8,2,29,0.9287,0.0233
8230,8,2,30,0.8764,0.02414
8231,8,2,31,0.8823,0.02468
8232,8,2,32,0.9163,0.02535
8233,8,2,33,0.884,0.0262
8234,8,2,34,0.8811,0.0268
8235,8,2,35,0.8939,0.0275
8236,8,2,36,0.898,0.02828
8237,8,2,37,0.9022,0.0291
8238,8,2,38,0.9217,0.02989
8239,8,2,39,0.9241,0.03081
8305,8,3,5,0.824,2.17046
8306,8,3,6,0.8493,0.00764
8307,8,3,7,0.8397,3.99606
8308,8,3,8,0.8835,0.0129
8309,8,3,9,0.8395,0.01268
8310,8,3,10,0.8319,0.01286
8311,8,3,11,0.8731,0.01296
8312,8,3,12,0.8558,0.0131
8313,8,3,13,0.8532,0.01322
8314,8,3,14,0.8312,0.01344
8315,8,3,15,0.8097,0.01369
8316,8,3,16,0.8255,0.01403
8317,8,3,17,0.8108,0.01426
8318,8,3,18,0.8565,0.0145
8319,8,3,19,0.8486,0.01496
8320,8,3,20,0.8726,0.01523
8321,8,3,21,0.86,0.01574
8322,8,3,22,0.8743,0.01635
8323,8,3,23,0.8787,0.01675
8324,8,3,24,0.8891,0.01725
8325,8,3,25,0.9005,0.01782
8326,8,3,26,0.9059,0.01843
8327,8,3,27,0.9119,0.01909
8328,8,3,28,0.9124,0.01976
8329,8,3,29,0.9245,0.02049
8330,8,3,30,0.9307,0.02129
8331,8,3,31,0.9261,0.02205
8332,8,3,32,0.9355,0.0228
8333,8,3,33,0.9458,0.02365
8334,8,3,34,0.9575,0.02447
8335,8,3,35,0.9628,0.02538
8336,8,3,36,0.9651,0.02625
8337,8,3,37,0.9717,0.02724
8338,8,3,38,0.9643,0.02828
8339,8,3,39,0.9654,0.02914
8405,8,4,5,0.9461,0.00841
8406,8,4,6,0.9266,0.00866
8407,8,4,7,0.9341,0.00895
8408,8,4,8,0.9431,0.00923
8409,8,4,9,0.9437,0.00957
8410,8,4,10,0.9382,0.00985
8411,8,4,11,0.9636,0.01021
8412,8,4,12,0.9386,0.01052
8413,8,4,13,0.9525,0.01083
8414,8,4,14,0.9322,0.01115
8415,8,4,15,0.923,0.01148
8416,8,4,16,0.916,0.01183
8417,8,4,17,0.9074,0.01217
8418,8,4,18,0.9091,0.01248
8419,8,4,19,0.9229,0.01276
8420,8,4,20,0.9222,0.01317
8421,8,4,21,0.9269,0.0136
8422,8,4,22,0.9323,0.01403
8423,8,4,23,0.9315,0.01449
8424,8,4,24,0.9574,0.01498
8425,8,4,25,0.9621,0.01548
8426,8,4,26,0.9677,0.01601
8427,8,4,27,0.9763,0.01654
8428,8,4,28,0.9845,0.01711
8429,8,4,29,0.9862,0.01773
8430,8,4,30,0.995,0.01831
8431,8,4,31,1.0008,0.01892
8432,8,4,32,1.0016,0.01959
8433,8,4,33,1.001,0.02022
8434,8,4,34,1.0073,0.02092
8435,8,4,35,1.0119,0.02164
8436,8,4,36,1.0175,0.02238
8437,8,4,37,1.0205,0.0231
8438,8,4,38,1.0188,0.02394
8439,8,4,39,1.0242,0.02476
8505,8,5,5,1.0121,0.00801
8506,8,5,6,1.0245,0.0082
8507,8,5,7,1.0193,0.00841
8508,8,5,8,1.055,0.00863
8509,8,5,9,1.0799,0.00884
8510,8,5,10,1.0353,0.00907
8511,8,5,11,1.0848,0.0093
8512,8,5,12,1.0348,0.00955
8513,8,5,13,1.0327,0.00979
8514,8,5,14,1.0652,0.01006
8515,8,5,15,1.0474,0.01032
8516,8,5,16,1.0468,0.01059
8517,8,5,17,1.0434,0.01085
8518,8,5,18,1.0366,0.01115
8519,8,5,19,1.0469,0.01148
8520,8,5,20,1.0178,0.01176
8521,8,5,21,1.0282,0.01205
8522,8,5,22,1.0343,0.01243
8523,8,5,23,1.0338,0.01287
8524,8,5,24,1.0402,0.01335
8525,8,5,25,1.0452,0.01383
8526,8,5,26,1.0498,0.01433
8527,8,5,27,1.054,0.01484
8528,8,5,28,1.1557,0.0154
8529,8,5,29,1.052,0.01602
8530,8,5,30,1.0473,0.01674
8531,8,5,31,1.0679,0.01734
8532,8,5,32,1.0809,0.01799
8533,8,5,33,1.0875,0.01856
8534,8,5,34,1.0901,0.01931
8535,8,5,35,1.093,0.02016
8536,8,5,36,1.0949,0.02113
8537,8,5,37,1.0941,0.02192
8538,8,5,38,1.0925,0.0228
8539,8,5,39,1.1102,0.02359
8605,8,6,5,1.1367,0.0105
8606,8,6,6,1.1222,0.01109
8607,8,6,7,1.1352,0.01118
8608,8,6,8,1.138,0.01119
8609,8,6,9,1.2003,0.01163
8610,8,6,10,1.1633,0.01128
8611,8,6,11,1.1666,0.01156
8612,8,6,12,1.1679,0.01159
8613,8,6,13,1.1924,0.01146
8614,8,6,14,1.182,0.0117
8615,8,6,15,1.1915,0.01194
8616,8,6,16,1.1871,0.0119
8617,8,6,17,1.1959,0.01184
8618,8,6,18,1.1996,0.01215
8619,8,6,19,1.1995,0.01234
8620,8,6,20,1.2036,0.01227
8621,8,6,21,1.2036,0.01249
8622,8,6,22,1.1975,0.0128
8623,8,6,23,1.193,0.0127
8624,8,6,24,1.1778,0.01348
8625,8,6,25,1.2217,0.01364
8626,8,6,26,1.1764,0.01442
8627,8,6,27,1.1722,0.01509
8628,8,6,28,1.1756,0.01554
8629,8,6,29,1.1791,0.01659
8630,8,6,30,1.1825,0.01743
8631,8,6,31,1.1852,0.01813
8632,8,6,32,1.1863,0.01927
8633,8,6,33,1.1873,0.01991
8634,8,6,34,1.1981,0.02099
8635,8,6,35,1.2048,0.02188
8636,8,6,36,1.2069,0.02238
8637,8,6,37,1.2197,0.02354
8638,8,6,38,1.2265,0.0246
8639,8,6,39,1.2279,0.02547
8705,8,7,5,1.3185,0.03654
8706,8,7,6,1.3444,0.03689
8707,8,7,7,1.3512,0.03649
8708,8,7,8,1.3589,0.03422
8709,8,7,9,1.3696,0.03412
8710,8,7,10,1.4255,0.03316
8711,8,7,11,1.4183,0.03221
8712,8,7,12,1.3841,0.03233
8713,8,7,13,1.4076,0.03234
8714,8,7,14,1.409,0.03134
8715,8,7,15,1.4052,0.03019
8716,8,7,16,1.454,0.02929
8717,8,7,17,1.4183,0.02765
8718,8,7,18,1.4262,0.02781
8719,8,7,19,1.426,0.02645
8720,8,7,20,1.4286,0.02531
8721,8,7,21,1.4279,0.02335
8722,8,7,22,1.4259,0.02342
8723,8,7,23,1.4888,0.02181
8724,8,7,24,1.42,0.0101
8725,8,7,25,1.4046,0.01021
8726,8,7,26,1.4005,0.0076
8727,8,7,27,1.3694,0.02047
8728,8,7,28,1.3649,0.02003
8729,8,7,29,1.3692,0.02045
8730,8,7,30,1.3716,0.02092
8731,8,7,31,1.3791,0.0216
8732,8,7,32,1.3674,0.02217
8733,8,7,33,1.3722,0.02295
8734,8,7,34,1.3983,0.02358
8735,8,7,35,1.4053,0.02403
8736,8,7,36,1.3972,0.02494
8737,8,7,37,1.3935,0.0257
8738,8,7,38,1.3913,0.02631
8739,8,7,39,1.39,0.02688
8805,8,8,5,1.5933,0.05071
8806,8,8,6,1.5937,0.03052
8807,8,8,7,1.6627,0.00721
8808,8,8,8,1.7728,0.04611
8809,8,8,9,1.6931,0.04566
8810,8,8,10,1.7037,0.047
8811,8,8,11,1.7154,0.04404
8812,8,8,12,1.8414,0.0423
8813,8,8,13,1.8512,0.04069
8814,8,8,14,1.8095,0.03918
8815,8,8,15,1.8502,0.03772
8816,8,8,16,1.8785,0.03608
8817,8,8,17,1.8249,0.03443
8818,8,8,18,1.8428,0.0328
8819,8,8,19,1.7795,0.03249
8820,8,8,20,1.7879,0.03389
8821,8,8,21,1.7177,0.0074
8822,8,8,22,1.8205,0.02709
8823,8,8,23,1.7225,0.02464
8824,8,8,24,1.6989,0.02304
8825,8,8,25,1.6825,0.02239
8826,8,8,26,1.6686,0.02227
8827,8,8,27,1.6602,0.02246
8828,8,8,28,1.6639,0.02279
8829,8,8,29,1.655,0.02294
8830,8,8,30,1.6244,0.02337
8831,8,8,31,1.5943,0.02369
8832,8,8,32,1.5867,0.02387
8833,8,8,33,1.5984,0.02431
8834,8,8,34,1.5954,0.02469
8835,8,8,35,1.5896,0.02505
8836,8,8,36,1.5861,0.02543
8837,8,8,37,1.5795,0.02571
8838,8,8,38,1.571,0.02623
8839,8,8,39,1.5615,0.02682
8905,8,9,5,3.4881,0.06274
8906,8,9,6,2.0852,0.00643
8907,8,9,7,2.0619,0.00444
8908,8,9,8,2.0643,0.00525
8909,8,9,9,2.0425,0.04948
8910,8,9,10,2.1973,0.04604
8911,8,9,11,2.0885,0.04315
8912,8,9,12,2.1102,0.04062
8913,8,9,13,2.1487,0.03807
8914,8,9,14,2.2246,0.03589
8915,8,9,15,2.2127,0.02552
8916,8,9,16,2.2549,0.03198
8917,8,9,17,2.2639,0.02988
8918,8,9,18,2.2247,0.02713
8919,8,9,19,2.284,0.02599
8920,8,9,20,2.2563,0.01156
8921,8,9,21,2.2203,0.0151
8922,8,9,22,2.1067,0.0218
8923,8,9,23,2.1138,0.02119
8924,8,9,24,2.2018,0.02091
8925,8,9,25,1.8894,0.02078
8926,8,9,26,1.8674,0.02067
8927,8,9,27,1.8577,0.02064
8928,8,9,28,1.8607,0.02071
8929,8,9,29,1.9094,0.02084
8930,8,9,30,1.8408,0.02095
8931,8,9,31,1.8263,0.0213
8932,8,9,32,1.8065,0.02162
8933,8,9,33,1.7998,0.02197
8934,8,9,34,1.7868,0.02238
8935,8,9,35,1.7907,0.02275
8936,8,9,36,1.7944,0.02329
8937,8,9,37,1.798,0.02393
8938,8,9,38,1.8007,0.02463
8939,8,9,39,1.8039,0.02541
9005,9,0,5,0.9143,0.02024
9006,9,0,6,0.8694,0.01411
9007,9,0,7,0.879,0.01266
9008,9,0,8,0.8722,0.01173
9009,9,0,9,0.8805,0.01068
9010,9,0,10,0.9158,0.00995
9011,9,0,11,0.9202,0.00962
9012,9,0,12,0.9104,0.00953
9013,9,0,13,0.8872,0.00958
9014,9,0,14,0.8926,0.0097
9015,9,0,15,0.8866,0.00991
9016,9,0,16,0.9037,0.01018
9017,9,0,17,0.9155,0.01055
9018,9,0,18,0.907,0.01074
9019,9,0,19,0.8929,0.01086
9020,9,0,20,0.8865,0.011
9021,9,0,21,0.8639,0.01114
9022,9,0,22,0.8732,0.0114
9023,9,0,23,0.883,0.01175
9024,9,0,24,0.8784,0.01215
9025,9,0,25,0.8849,0.01266
9026,9,0,26,0.8961,0.01314
9027,9,0,27,0.8948,0.01363
9028,9,0,28,0.9041,0.01423
9029,9,0,29,0.9313,0.01479
9030,9,0,30,0.9319,0.01535
9031,9,0,31,0.9301,0.01598
9032,9,0,32,0.9219,0.01667
9033,9,0,33,0.9347,0.01731
9034,9,0,34,0.9374,0.01801
9035,9,0,35,0.9236,0.01877
9036,9,0,36,0.9358,0.01953
9037,9,0,37,0.948,0.02035
9038,9,0,38,0.9483,0.02115
9039,9,0,39,0.9427,0.02198
9105,9,1,5,-25.8862,0.38925
9108,9,1,8,-18.1047,0.06501
9109,9,1,9,-7.3059,0.11785
9110,9,1,10,-10.4023,0.00069
9111,9,1,11,-9.2065,1.5964
9112,9,1,12,-10.4477,3.66487
9113,9,1,13,-4.5779,0.07121
9114,9,1,14,-7.6493,0.03481
9115,9,1,15,-6.2666,1e-05
9116,9,1,16,-4.9788,0.03427
9117,9,1,17,-4.4828,0.03414
9118,9,1,18,-3.8603,0.03398
9119,9,1,19,-1.2498,0.03677
9120,9,1,20,-2.6302,0.03495
9121,9,1,21,-0.893,0.03608
9122,9,1,22,-2.1758,0.0359
9123,9,1,23,-1.5564,0.03767
9124,9,1,24,-1.1739,0.03611
9125,9,1,25,-1.1286,0.03658
9126,9,1,26,-0.714,0.03617
9127,9,1,27,-0.8367,0.03818
9128,9,1,28,-0.5356,0.03706
9129,9,1,29,-0.4073,0.03301
9130,9,1,30,-0.1493,0.03312
9131,9,1,31,-0.0677,0.03149
9132,9,1,32,-0.0733,0.03433
9133,9,1,33,0.1943,0.02802
9134,9,1,34,0.2518,0.03377
9135,9,1,35,0.3567,0.03274
9136,9,1,36,0.998,0.03407
9137,9,1,37,0.9318,0.03347
9138,9,1,38,0.5989,0.03412
9139,9,1,39,1.0058,0.03639
9205,9,2,5,-2.2659,0.29692
9206,9,2,6,-1.4116,0.02727
9207,9,2,7,-3.928,0.02923
9208,9,2,8,-2.1793,850.40503
9209,9,2,9,-1.3739,0.02795
9211,9,2,11,-0.668,0.00153
9212,9,2,12,-0.6316,1.28478
9213,9,2,13,-0.3823,0.05072
9214,9,2,14,0.8752,17.60867
9215,9,2,15,-0.0816,0.02829
9216,9,2,16,-0.0254,0.02908
9217,9,2,17,1.0321,0.02875
9218,9,2,18,1.0099,0.02852
9219,9,2,19,0.9965,0.02861
9220,9,2,20,0.9942,0.02892
9221,9,2,21,0.9981,0.02949
9222,9,2,22,0.9639,0.02961
9223,9,2,23,0.9333,0.02987
9224,9,2,24,1.0996,0.02832
9225,9,2,25,1.0026,0.02691
9226,9,2,26,1.0319,0.0259
9227,9,2,27,1.0888,0.02604
9228,9,2,28,0.9789,0.02649
9229,9,2,29,1.0192,0.02715
9230,9,2,30,1.0903,0.02785
9231,9,2,31,1.0014,0.02858
9232,9,2,32,1.1088,0.02963
9233,9,2,33,1.007,0.03046
9234,9,2,34,1.0164,0.03123
9235,9,2,35,1.0244,0.03226
9236,9,2,36,1.0313,0.03297
9237,9,2,37,1.0382,0.03398
9238,9,2,38,1.05,0.0348
9239,9,2,39,1.0558,0.03568
9305,9,3,5,0.5229,0.02336
9306,9,3,6,-0.3042,4.93523
9307,9,3,7,0.9525,0.7831
9308,9,3,8,0.9733,262.28534
9309,9,3,9,0.928,7.71426
9310,9,3,10,0.9338,0.01503
9311,9,3,11,1.0051,0.01451
9312,9,3,12,0.9624,0.01466
9313,9,3,13,0.9779,0.01464
9314,9,3,14,0.9616,0.00462
9315,9,3,15,0.9727,0.01491
9316,9,3,16,1.042,0.01525
9317,9,3,17,0.953,0.01555
9318,9,3,18,0.9677,0.01583
9319,9,3,19,0.9732,0.01629
9320,9,3,20,1.0363,0.01679
9321,9,3,21,0.988,0.0173
9322,9,3,22,0.9948,0.01777
9323,9,3,23,0.9958,0.01838
9324,9,3,24,1.0046,0.01899
9325,9,3,25,1.0145,0.01963
9326,9,3,26,1.0247,0.02034
9327,9,3,27,1.0334,0.02107
9328,9,3,28,1.0315,0.02184
9329,9,3,29,1.0454,0.02268
9330,9,3,30,1.0558,0.02349
9331,9,3,31,1.0682,0.02434
9332,9,3,32,1.0758,0.02519
9333,9,3,33,1.0796,0.0262
9334,9,3,34,1.0874,0.02707
9335,9,3,35,1.0927,0.02804
9336,9,3,36,1.0968,0.02903
9337,9,3,37,1.0922,0.03015
9338,9,3,38,1.0969,0.03107
9339,9,3,39,1.0978,0.03216
9405,9,4,5,1.0395,0.00915
9406,9,4,6,1.0375,0.00932
9407,9,4,7,1.048,0.00965
9408,9,4,8,1.049,0.00989
9409,9,4,9,1.0487,0.01024
9410,9,4,10,1.0676,0.01055
9411,9,4,11,1.0566,0.0109
9412,9,4,12,1.0691,0.01126
9413,9,4,13,1.0563,0.01156
9414,9,4,14,1.0336,0.0119
9415,9,4,15,1.0493,0.01228
9416,9,4,16,1.0586,0.01259
9417,9,4,17,1.0523,0.01293
9418,9,4,18,1.0413,0.0133
9419,9,4,19,1.0398,0.01381
9420,9,4,20,1.0546,0.01425
9421,9,4,21,1.0698,0.01474
9422,9,4,22,1.0621,0.01526
9423,9,4,23,1.0686,0.01575
9424,9,4,24,1.0737,0.01628
9425,9,4,25,1.0801,0.01682
9426,9,4,26,1.0936,0.01739
9427,9,4,27,1.1011,0.01796
9428,9,4,28,1.111,0.01854
9429,9,4,29,1.1206,0.01917
9430,9,4,30,1.1308,0.01981
9431,9,4,31,1.1366,0.02042
9432,9,4,32,1.1428,0.02109
9433,9,4,33,1.1487,0.02185
9434,9,4,34,1.1539,0.0225
9435,9,4,35,1.1617,0.02327
9436,9,4,36,1.1677,0.02405
9437,9,4,37,1.1741,0.02483
9438,9,4,38,1.1787,0.02563
9439,9,4,39,1.184,0.02657
9505,9,5,5,1.1349,0.00855
9506,9,5,6,1.1301,0.00875
9507,9,5,7,1.1343,0.00896
9508,9,5,8,1.1809,0.00918
9509,9,5,9,1.1455,0.0094
9510,9,5,10,1.2015,0.00964
9511,9,5,11,1.1745,0.00988
9512,9,5,12,1.1517,0.01012
9513,9,5,13,1.1808,0.01039
9514,9,5,14,1.1729,0.01065
9515,9,5,15,1.1761,0.01091
9516,9,5,16,1.1806,0.01121
9517,9,5,17,1.182,0.01151
9518,9,5,18,1.1801,0.01181
9519,9,5,19,1.1915,0.01212
9520,9,5,20,1.184,0.01247
9521,9,5,21,1.1853,0.01287
9522,9,5,22,1.1718,0.01327
9523,9,5,23,1.1742,0.01382
9524,9,5,24,1.1827,0.01438
9525,9,5,25,1.1886,0.01487
9526,9,5,26,1.197,0.01532
9527,9,5,27,1.1887,0.01598
9528,9,5,28,1.1991,0.01671
9529,9,5,29,1.1966,0.01738
9530,9,5,30,1.2127,0.018
9531,9,5,31,1.2037,0.01863
9532,9,5,32,1.2179,0.0193
9533,9,5,33,1.219,0.02028
9534,9,5,34,1.2331,0.02116
9535,9,5,35,1.2347,0.02206
9536,9,5,36,1.2315,0.02283
9537,9,5,37,1.2491,0.02353
9538,9,5,38,1.2554,0.02423
9539,9,5,39,1.255,0.0255
9605,9,6,5,1.247,0.01142
9606,9,6,6,1.2978,0.0122
9607,9,6,7,1.2607,0.01234
9608,9,6,8,1.2922,0.01234
9609,9,6,9,1.2829,0.01323
9610,9,6,10,1.403,0.0131
9611,9,6,11,1.3175,0.01268
9612,9,6,12,1.3201,0.01297
9613,9,6,13,1.3244,0.01324
9614,9,6,14,1.3332,0.01314
9615,9,6,15,1.3433,0.01301
9616,9,6,16,1.3422,0.01306
9617,9,6,17,1.3493,0.01378
9618,9,6,18,1.3563,0.01379
9619,9,6,19,1.3613,0.01365
9620,9,6,20,1.362,0.01351
9621,9,6,21,1.3649,0.01448
9622,9,6,22,1.3705,0.01439
9623,9,6,23,1.3624,0.01449
9624,9,6,24,1.3645,0.01521
9625,9,6,25,1.363,0.01493
9626,9,6,26,1.3371,0.01627
9627,9,6,27,1.3429,0.0164
9628,9,6,28,1.3346,0.01756
9629,9,6,29,1.3394,0.0186
9630,9,6,30,1.3297,0.01901
9631,9,6,31,1.3485,0.02033
9632,9,6,32,1.3472,0.02147
9633,9,6,33,1.3424,0.02216
9634,9,6,34,1.3586,0.02338
9635,9,6,35,1.3551,0.02413
9636,9,6,36,1.36,0.02506
9637,9,6,37,1.3763,0.02626
9638,9,6,38,1.3877,0.02697
9639,9,6,39,1.3864,0.02735
9705,9,7,5,1.5169,0.04394
9706,9,7,6,1.5051,0.04431
9707,9,7,7,1.5349,0.02396
9708,9,7,8,1.5735,0.04451
9709,9,7,9,1.5378,0.04245
9710,9,7,10,1.5407,0.04122
9711,9,7,11,1.5494,0.04023
9712,9,7,12,1.6146,0.03958
9713,9,7,13,1.5715,0.03927
9714,9,7,14,1.5562,0.03811
9715,9,7,15,1.6698,0.03684
9716,9,7,16,1.61,0.03654
9717,9,7,17,1.6051,0.03418
9718,9,7,18,1.6043,0.03395
9719,9,7,19,1.5921,0.03259
9720,9,7,20,1.7769,0.03136
9721,9,7,21,1.6143,0.03088
9722,9,7,22,1.6074,0.02999
9723,9,7,23,1.6146,0.0277
9724,9,7,24,1.6214,0.02909
9725,9,7,25,1.6161,0.02882
9726,9,7,26,1.6062,0.02771
9727,9,7,27,1.5886,0.02594
9728,9,7,28,1.5679,0.02461
9729,9,7,29,1.5634,0.02412
9730,9,7,30,1.5604,0.02415
9731,9,7,31,1.5613,0.02468
9732,9,7,32,1.5658,0.02523
9733,9,7,33,1.5553,0.02599
9734,9,7,34,1.5698,0.02637
9735,9,7,35,1.5794,0.02721
9736,9,7,36,1.5706,0.02804
9737,9,7,37,1.5695,0.02864
9738,9,7,38,1.5647,0.02903
9739,9,7,39,1.5607,0.02973
9805,9,8,5,1.7728,0.00489
9806,9,8,6,1.7582,0.05305
9807,9,8,7,1.808,0.05356
9808,9,8,8,1.8805,0.05496
9809,9,8,9,2.0158,0.05599
9810,9,8,10,2.0334,0.05231
9811,9,8,11,2.0304,0.05823
9812,9,8,12,2.0481,0.04923
9813,9,8,13,1.9919,0.04863
9814,9,8,14,2.0081,0.0455
9815,9,8,15,2.0209,0.04391
9816,9,8,16,2.0427,0.04206
9817,9,8,17,2.0177,0.04024
9818,9,8,18,1.9818,0.03858
9819,9,8,19,1.9923,0.01996
9820,9,8,20,1.9332,0.03603
9821,9,8,21,1.9355,0.03494
9822,9,8,22,1.9035,0.01057
9823,9,8,23,1.9114,0.008
9824,9,8,24,1.916,0.02842
9825,9,8,25,1.8919,0.02692
9826,9,8,26,1.8902,0.0261
9827,9,8,27,1.864,0.02613
9828,9,8,28,1.85,0.02633
9829,9,8,29,1.8438,0.02622
9830,9,8,30,1.8456,0.02666
9831,9,8,31,1.8106,0.02677
9832,9,8,32,1.788,0.02703
9833,9,8,33,1.7777,0.02739
9834,9,8,34,1.7739,0.02766
9835,9,8,35,1.7806,0.02785
9836,9,8,36,1.7712,0.02817
9837,9,8,37,1.766,0.02864
9838,9,8,38,1.7583,0.02909
9839,9,8,39,1.7616,0.02959
9905,9,9,5,2.2159,0.00952
9906,9,9,6,2.3275,0.00516
9907,9,9,7,2.197,0.00411
9908,9,9,8,2.2163,0.00645
9909,9,9,9,2.2408,0.01224
9910,9,9,10,2.3603,0.00243
9911,9,9,11,2.3224,0.00795
9912,9,9,12,2.3063,0.04435
9913,9,9,13,2.3275,0.04189
9914,9,9,14,2.3696,0.03961
9915,9,9,15,2.4627,0.03753
9916,9,9,16,2.4464,0.03394
9917,9,9,17,2.448,0.02186
9918,9,9,18,2.4566,0.01492
9919,9,9,19,2.5097,0.02938
9920,9,9,20,2.3855,0.01146
9921,9,9,21,2.3385,0.02596
9922,9,9,22,2.5217,0.02465
9923,9,9,23,2.3251,0.02373
9924,9,9,24,2.2741,0.02321
9925,9,9,25,2.1658,0.02294
9926,9,9,26,2.1117,0.02273
9927,9,9,27,2.0993,0.02247
9928,9,9,28,2.0783,0.02261
9929,9,9,29,2.0772,0.02261
9930,9,9,30,2.0785,0.0228
9931,9,9,31,2.0402,0.02309
9932,9,9,32,2.0194,0.02334
9933,9,9,33,1.9898,0.02352
9934,9,9,34,1.9929,0.02403
9935,9,9,35,1.9972,0.02458
9936,9,9,36,2.0018,0.02519
9937,9,9,37,2.0465,0.02585
9938,9,9,38,2.0595,0.02654
9939,9,9,39,2.0245,0.02726
